SITE_NO,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR
BC08NN0021,KETTLE RIVER AT CARSON ROAD BRIDGE,RIVIÈRE KETTLE AU PONT CARSON ROAD,RIVER/RIVIÈRE,,,49.0197,-118.4747,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0021/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0021/Projects/PYLTM/Regions/0?new_lang=fr
MA05KH0001,SASKATCHEWAN RIVER ABOVE CARROT RIVER,RIVIÈRE SASKATCHEWAN EN AMONT DE LA RIVIÈRE CARROT,RIVER/RIVIÈRE,,,53.8417,-101.3344,NAD27,MB,LOWER SASKATCHEWAN–NELSON,BAS SASKATCHEWAN–NELSON,HUDSON BAY,BAIE D'HUDSON,,
MA05OB0001,PEMBINA RIVER AT WINDY GATES,RIVIÈRE PEMBINA À WINDY GATES,RIVER/RIVIÈRE,,,49.0314,-98.2778,NAD27,MB,ASSINIBOINE–RED,ASSINIBOINE–ROUGE,HUDSON BAY,BAIE D'HUDSON,,
MA05OC0001,RED RIVER AT EMERSON,RIVIÈRE ROUGE À EMERSON,RIVER/RIVIÈRE,,,49.0081,-97.2108,NAD27,MB,ASSINIBOINE–RED,ASSINIBOINE–ROUGE,HUDSON BAY,BAIE D'HUDSON,,
MA05PF0022,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,
NB01AJ0008,BIG PRESQUILE RIVER AT TRACEY MILLS ABOVE OLD DAM,RUISSEAU BIG PRESQUE ISLE À TRACEY MILLS AU-DESSUS DE L’ANCIEN BARRAGE,RIVER/RIVIÈRE,,,46.43808,-67.7386,NAD83,NB,SAINT JOHN–ST. CROIX,SAINT-JEAN–ST-CROIX,ATLANTIC,ATLANTIQUE,,
NB01AJ0126,MEDUXNEKEAG RIVER AT NEW WSC GAUGE LOCATION,RIVIÈRE MEDUXNEKEAG AU NIVEAU DE L’EMPLACEMENT DE LA NOUVELLE JAUGE DE LA DRHC,RIVER/RIVIÈRE,,,46.215983,-67.727978,NAD83,NB,SAINT JOHN–ST. CROIX,SAINT-JEAN–ST-CROIX,ATLANTIC,ATLANTIQUE,,
NB01AR0021,ST. CROIX RIVER AT MILLTOWN CANADIAN SIDE. NEW BRUNSWICK,"RIVIÈRE SAINTE–CROIX, À MILLTOWN, SUR LA RIVE CANADIENNE NOUVEAU-BRUNSWICK",RIVER/RIVIÈRE,,,45.17525,-67.2928,NAD83,NB,SAINT JOHN–ST. CROIX,SAINT-JEAN–ST-CROIX,ATLANTIC,ATLANTIQUE,,
NB01AR0151,"ST. CROIX RIVER AT FOREST CITY, NB (WSC GAUGE)","RIVIÈRE SAINTE–CROIX, À FOREST CITY",RIVER/RIVIÈRE,,,45.66413,-67.7335,NAD83,US,SAINT JOHN–ST. CROIX,SAINT-JEAN–ST-CROIX,ATLANTIC,ATLANTIQUE,,
NF02XA0001,LITTLE MECATINA RIVER ABOVE LAC FOURMONT,RIVIÈRE DU PETIT-MECATINA AU-DESSUS DU LAC FOURMONT,RIVER/RIVIÈRE,,,52.2283,-61.3225,NAD83,NL,NORTH SHORE–GASPÉ,CÔTE-NORD–GASPÉ,ATLANTIC,ATLANTIQUE,,
NF02YE0005,"WESTERN BROOK AT BRIDGE, RTE 430","WESTERN BROOK, AU PONT DE LA ROUTE 430",RIVER/RIVIÈRE,,,49.8303,-57.8564,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF02YG0001,MAIN RIVER @ BRIDGE,"RIVIÈRE MAIN, AU NIVEAU DU PONT DE LA ROUTE 420",RIVER/RIVIÈRE,,,49.7703,-56.9059,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF02YJ0004,PINCHGUT BROOK,"RUISSEAU PINCHGUT, AU PONT DE LA ROUTE TRANSCANADIENNE",RIVER/RIVIÈRE,,,48.7975,-58.0619,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF02YL0012,HUMBER RIVER AT HUMBER VILLAGE BRIDGE,"RIVIÈRE HUMBER, AU PONT DE HUMBER VILLAGE",RIVER/RIVIÈRE,,,48.9843,-57.7604,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF02YN0001,"LLOYDS RIVER AT BRIDGE, RTE 480, BURGEO ROAD","RIVIÈRE LLOYDS, AU PONT DE LA ROUTE 480, CHEMIN BURGEO",RIVER/RIVIÈRE,,,48.3044,-57.7186,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF02YO0107,EXPLOITS RIVER APPROX. 0.5KM DOWNSTREAM FROM DAM,"RIVIÈRE EXPLOITS, À ENVIRON 0,5 KM EN AVAL DU BARRAGE",RIVER/RIVIÈRE,,,48.7594,-56.5919,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF02YQ0030,GANDER RIVER BELOW GANDER LAKE AT APPLETON,"RIVIÈRE GANDER, EN DESSOUS DU LAC GANDER, À APPLETON",RIVER/RIVIÈRE,,,48.9944,-54.8675,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF02YS0011,TERRA NOVA RIVER @ E.S. SPENCER BRIDGE,"RIVIÈRE TERRA NOVA, EN AVAL DU PONT E.S. SPENCER",RIVER/RIVIÈRE,,,48.6408,-54.0364,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF02ZK0005,NORTHEAST RIVER 4.7KM EAST OF DUNVILLE,"RIVIÈRE NORTHEAST, À 4,7 KM À L’EST DE DUNVILLE",RIVER/RIVIÈRE,,,47.2731,-53.8403,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF02ZL0029,"GOULD'S BROOK, CONCEPTION BAY","RUISSEAU GOULDS, BAIE CONCEPTION",RIVER/RIVIÈRE,,,47.505,-53.2911,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF02ZM0009,WATERFORD RIVER AT KILBRIDE @ GAUGE,"RIVIÈRE WATERFORD, À KILBRIDE, AU NIVEAU DE LA JAUGE",RIVER/RIVIÈRE,,,47.5292,-52.7428,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF02ZM0178,LEARYS BROOK AT CLINCH CRESCENT BRIDGE,"RUISSEAU LEARY’S, AU PONT DE CLINCH CRESCENT",RIVER/RIVIÈRE,,,47.5725,-52.7392,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF02ZM0181,WATERFORD RIVER AT BLACKHEAD ROAD,"RIVIÈRE WATERFORD, SUR LE PONT DU CHEMIN BLACKHEAD",RIVER/RIVIÈRE,,,47.5483,-52.7192,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF03NF0013,UGJOKTOK RIVER BELOW HARP LAKE,"RIVIÈRE UGJOKTOK, EN DESSOUS DU LAC HARP",RIVER/RIVIÈRE,,,55.2333,-61.2992,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF03OC0012,ATIKONAK RIVER ABOVE PANCHIA LAKE,"RIVIÈRE ATIKONAK, AU-DESSUS DU LAC PANCHIA",RIVER/RIVIÈRE,,,52.9694,-64.6622,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF03OE0001,CHURCHILL RIVER ABOVE UPPER MUSKRAT FALLS,"RIVIÈRE CHURCHILL, AU-DESSUS DES UPPER MUSKRAT FALLS",RIVER/RIVIÈRE,,,53.2478,-60.7892,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF03OE0030,MINIPI RIVER BELOW MINIPI LAKE,"RIVIÈRE MINIPI, EN DESSOUS DU LAC MINIPI",RIVER/RIVIÈRE,,,52.6147,-61.1864,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF03PB0025,NASKAUPI RIVER BELOW NASKAUPI LAKE,"RIVIÈRE NASKAUPI, EN DESSOUS DU LAC NASKAUPI",RIVER/RIVIÈRE,,,54.1317,-61.4292,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NF03QC0001,EAGLE RIVER ABOVE FALLS,"RIVIÈRE EAGLE, AU-DESSUS DES CHUTES",RIVER/RIVIÈRE,,,53.5342,-57.495,NAD83,NL,NEWFOUNDLAND–LABRADOR,TERRE-NEUVE–LABRADOR,ATLANTIC,ATLANTIQUE,,
NS01DC0001,ANNAPOLIS RIVER AT WILMOT,"RIVIÈRE ANNAPOLIS, À WILMOT",RIVER/RIVIÈRE,,,44.94916,-65.0292,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NS01DC0203,SOUTH ANNAPOLIS RIVER AT MILLVILLE,"RIVIÈRE ANNAPOLIS SUD, À MILLVILLE",RIVER/RIVIÈRE,,,45.0017,-64.8223,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NS01DD0016,CORNWALLIS RIVER AT CAMBRIDGE STATION,"RIVIÈRE CORNWALLIS, À CAMBRIDGE STATION",RIVER/RIVIÈRE,,,45.06487,-64.6354,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NS01DR0001,SOUTH RIVER AT ST. ANDREWS,"RIVIÈRE SOUTH, À SAINT ANDREWS",RIVER/RIVIÈRE,,,45.559722,-61.9042,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NS01EA0001,TUSKET RIVER AT WILSONS BRIDGE,"RIVIÈRE TUSKET, AU PONT DE WILSONS",RIVER/RIVIÈRE,,,43.923333,-65.87,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NS01EC0005,ROSEWAY RIVER AT LOWER OHIO,"RIVIÈRE ROSEWAY, À LOWER OHIO",RIVER/RIVIÈRE,,,43.838333,-65.37,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NS01ED0005,MERSEY R. BELOW MILL FALLS SW OF MAITLAND BRIDGE,"RIVIÈRE MERSEY, EN DESSOUS DES CHUTES MILL, AU SUD-OUEST DE MAITLAND BRIDGE",RIVER/RIVIÈRE,,,44.436667,-65.222778,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NS01EF0002,LAHAVE RIVER AT WEST NORTHFIELD,"RIVIÈRE LAHAVE, À WEST NORTHFIELD",RIVER/RIVIÈRE,,,44.446667,-64.5917,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NS01EJ0001,SACKVILLE RIVER AT BEDFORD,"RIVIÈRE SACKVILLE, À BEDFORD",RIVER/RIVIÈRE,,,44.7315,-63.6604,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NS01EJ0157,LITTLE SACKVILLE RIVER AT MIDDLE SACKVILLE,"RIVIÈRE LITTLE SACKVILLE, À MIDDLE SACKVILLE",RIVER/RIVIÈRE,,,44.76447,-63.687612,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NS01EO0001,ST. MARYS RIVER AT STILLWATER,"RIVIÈRE ST. MARY'S,  À STILLWATER",RIVER/RIVIÈRE,,,45.17427,-61.9799,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NS01FB0001,NORTHEAST MARGAREE RIVER AT MARGAREE VALLEY,"RIVIÈRE MARGAREE NORD-EST,  AU VALLÉE DE LA MARGAREE",RIVER/RIVIÈRE,,,46.36895,-60.9752,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NS01FC0004,CHETICAMP RIVER ABOVE ROBERT BROOK,"RIVIÈRE CHETICAMP, AU-DESSUS DU RUISSEAU ROBERT",RIVER/RIVIÈRE,,,46.641111,-60.9469,NAD83,NS,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,,
NW06MA0001,THELON RIVER BELOW SCHULTZ LAKE,RIVIÈRE THELON EN AVAL DU LAC SCHULTZ,RIVER/RIVIÈRE,,,64.7731,-97.0678,NAD83,NU,KEEWATIN–SOUTHERN BAFFIN,KEEWATIN–SUD DE L'ÎLE DE BAFFIN,ARCTIC,ARCTIQUE,,
NW06OA0001,BROWN RIVER AT BROWN LAKE,RIVIÈRE BRUNE AU LAC BRUN,RIVER/RIVIÈRE,,,65.9356,-91.0666,NAD83,NU,KEEWATIN–SOUTHERN BAFFIN,KEEWATIN–SUD DE L'ÎLE DE BAFFIN,ARCTIC,ARCTIQUE,,
NW07OB0002,HAY RIVER NEAR ALBERTA/NWT BORDER,RIVIÈRE HAY PRÈS DE LA FRONTIÈRE ALBERTA/T.N.O.,RIVER/RIVIÈRE,,,60.0044,-116.9692,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW07RD0001,LOCKHART RIVER AT ARTILLERY LAKE,RIVIÈRE LOCKHART AU LAC DE L'ARTILLERIE,RIVER/RIVIÈRE,,,62.8889,-108.4719,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10EA0004,FLAT RIVER NEAR THE MOUTH,RIVIÈRE PLATE PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,61.5331,-125.4056,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10EA0008,FLAT RIVER AT PARK BOUNDARY,RIVIÈRE PLATE À LA LIMITE DU PARC,RIVER/RIVIÈRE,,,61.4278,-126.63,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10EB0016,SOUTH NAHANNI RIVER ABOVE VIRGINIA FALLS,RIVIÈRE NAHANNI SUD EN AMONT DES CHUTES VIRGINIA,RIVER/RIVIÈRE,,,61.6364,-125.7967,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10EC0006,PRAIRIE CREEK BELOW PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AVAL DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.5469,-124.7889,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10EC0014,PRAIRIE CREEK NEAR THE MOUTH,RUISSEAU PRAIRIE PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,61.2839,-124.4464,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10EC0017,SOUTH NAHANNI RIVER ABOVE NAHANNI BUTTE,RIVIÈRE NAHANNI SUD EN AMONT DE LA COLLINE NAHANNI,RIVER/RIVIÈRE,,,61.0989,-123.59,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10EC0019,PRAIRIE CREEK AT THE OLD PARK BOUNDARY,RUISSEAU PRAIRIE À LA FRONTIÈRE DU VIEUX PARC,RIVER/RIVIÈRE,,,61.3478,-124.4164,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10EC0020,PRAIRIE CREEK ABOVE PRAIRIE CREEK MINE,RUISSEAU PRAIRIE EN AMONT DE LA MINE DU RUISSEAU PRAIRIE,RIVER/RIVIÈRE,,,61.605,-124.8173,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10ED0001,LIARD RIVER AT FORT LIARD,RIVIÈRE LIARD À FORT LIARD,RIVER/RIVIÈRE,,,60.2431,-123.4792,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10ED0002,LIARD RIVER NEAR THE MOUTH,RIVIÈRE LIARD PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,61.7397,-121.2194,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10FB0006,MACKENZIE RIVER AT STRONG POINT,RIVIÈRE MACKENZIE À STRONG POINT,RIVER/RIVIÈRE,,,61.8181,-120.7903,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10JC0001,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,RIVIÈRE GREAT BEAR À LA SORTIE DU LAC GREAT BEAR,RIVER/RIVIÈRE,,,65.1358,-123.5139,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10KA0001,MACKENZIE RIVER AT NORMAN WELLS,RIVIÈRE MACKENZIE AU PUITS NORMAN,RIVER/RIVIÈRE,,,65.2817,-126.8492,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10LA0003,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVIÈRE MACKENZIE EN AMONT DE LA RIVIÈRE ARCTIC RED,RIVER/RIVIÈRE,,,67.4561,-133.7369,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10MC0001,PEEL RIVER ABOVE FORT MACPHERSON,RIVIÈRE PEEL EN AMONT DE FORT MACPHERSON,RIVER/RIVIÈRE,,,67.2206,-134.9456,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,
NW10OB0003,HORNADAY RIVER BELOW UNNAMED EASTERN TRIBUTARY,RIVIÈRE HORNADAY EN AVAL D’UN TRIBUTAIRE À L’EST NON-IDENTIFIÉ ,RIVER/RIVIÈRE,,,68.7542,-122.4022,NAD27,NT,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,
NW10OB0006,HORNADAY RIVER ABOVE LITTLE HORNADAY RIVER,RIVIÈRE HORNADAY EN AMONT DE LA PETITE RIVIÈRE HORNADAY,RIVER/RIVIÈRE,,,68.3308,-121.9633,NAD83,NT,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,
NW10PC0019,COPPERMINE RIVER ABOVE COPPER CREEK,RIVIÈRE COPPERMINE EN AMONT DE LA CRIQUE COPPER,RIVER/RIVIÈRE,,,67.2289,-115.8881,NAD83,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,
NW10TB0002,THOMSEN RIVER AT GREEN CABINS,RIVIÈRE THOMSEN À GREEN CABINS,RIVER/RIVIÈRE,,,73.2269,-119.5422,NAD83,NT,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,
NW10UE0002,OWL RIVER AT MOUTH,RIVIÈRE OWL À L'EMBOUCHURE,RIVER/RIVIÈRE,,,66.8928,-64.6883,NAD83,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,
NW10UF0002,WEASEL RIVER NEAR THE MOUTH,RIVIÈRE WEASEL PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,66.3736,-65.4811,NAD27,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,
NW10UF0003,WEASEL RIVER AT SUMMIT LAKE,RIVIÈRE WEASEL AU LAC SUMMIT,RIVER/RIVIÈRE,,,66.6,-65.2297,NAD27,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,
NW10VK0001,RUGGLES RIVER AT LAKE HAZEN,RIVIÈRE RUGGLES AU LAC HAZEN,RIVER/RIVIÈRE,,,81.79416,-70.44221,NAD27,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,
NW10VK0002,VERY RIVER AT LAKE HAZEN,RIVIÈRE VERY AU LAC HAZEN,RIVER/RIVIÈRE,,,81.64549,-72.95293,NAD83,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,
NW10VK0003,ABBE RIVER AT LAKE HAZEN,RIVIÈRE ABBE AU LAC HAZEN,RIVER/RIVIÈRE,,,81.84288,-70.92143,NAD83,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,
NW10VK0004,TURNABOUT RIVER AT LAKE HAZEN,RIVIÈRE TURNABOUT AU LAC HAZEN,RIVER/RIVIÈRE,,,81.9356,-68.86446,NAD83,NU,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,
ON02GG0004,POINT EDWARD,POINT EDWARD,RIVER/RIVIÈRE,,,43.0023,-82.4197,NAD83,ON,GREAT LAKES,GRANDS LACS,ATLANTIC,ATLANTIQUE,,
ON02GG0005,PORT LAMBTON,PORT LAMBTON,RIVER/RIVIÈRE,,,42.6637,-82.5076,NAD83,ON,GREAT LAKES,GRANDS LACS,ATLANTIC,ATLANTIQUE,,
ON02HA0019,NIAGARA ON THE LAKE LIGHTHOUSE,PHARE DE NIAGARA­ON­THE­LAKE,RIVER/RIVIÈRE,,,43.2556,-79.0559,NAD83,ON,GREAT LAKES,GRANDS LACS,ATLANTIC,ATLANTIQUE,,
ON02HA0045,NIAGARA RIVER AUTOMATIC DAILY STATION,STATION D’ÉCHANTILLONNAGE AUTOMATIQUE QUOTIDIEN DE LA RIVIÈRE NIAGARA,RIVER/RIVIÈRE,,,42.9167,-78.9001,NAD83,ON,GREAT LAKES,GRANDS LACS,ATLANTIC,ATLANTIQUE,,
ON02MA0030,ST. LAWRENCE RIVER (SOUTH CHANNEL),FLEUVE SAINT­LAURENT (CHENAL SUD),RIVER/RIVIÈRE,,,44.2112,-76.2375,NAD83,ON,GREAT LAKES,GRANDS LACS,ATLANTIC,ATLANTIQUE,,
PE01CA0001,MILL RIVER AT WSC GAUGE IN BLOOMFIELD,"RIVIÈRE MILL, À LA JAUGE DE LA DRHC, PARC BLOOMFIELD",RIVER/RIVIÈRE,,,46.744167,-64.1817,NAD83,PE,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,http://www.gov.pe.ca/envengfor/waterdata/DATA/669-Mill_River-MIR_15.zip,http://www.gov.pe.ca/envengfor/waterdata/DATA/669-Mill_River-MIR_15.zip
PE01CB0143,WILMOT RIVER NEAR KELVIN GROVE,RIVIÈRE WILMOT PRÈS DE KELVIN GROVE,RIVER/RIVIÈRE,,,46.393333,-63.6586,NAD83,PE,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,http://www.gov.pe.ca/envengfor/waterdata/DATA/1128-Summerside_Harbour-SSH_36.zip,http://www.gov.pe.ca/envengfor/waterdata/DATA/1128-Summerside_Harbour-SSH_36.zip
PE01CD0050,BEAR RIVER AT ST. MARGARETS,"RIVIÈRE BEAR, À SAINT MARGARETS",RIVER/RIVIÈRE,,,46.453056,-62.3825,NAD83,PE,MARITIME COASTAL,CÔTE DES PROVINCES MARITIMES,ATLANTIC,ATLANTIQUE,http://www.gov.pe.ca/envengfor/waterdata/DATA/36-Miscellaneous-MSC_33.zip,http://www.gov.pe.ca/envengfor/waterdata/DATA/36-Miscellaneous-MSC_33.zip
QU02LB9001,OTTAWA RIVER AT CARILLON (04310002),DES OUTAOUAIS À CARILLON (04310002),RIVER/RIVIÈRE,,,45.5676,-74.3799,NAD83,QC,OTTAWA,OTTAWA,ATLANTIC,ATLANTIQUE,http://genie.qc.ec.gc.ca/wqmsd_en.aspx,http://genie.qc.ec.gc.ca/wqmsd_fr.aspx
QU02NG3013,"SAINT-MAURICE RIVER, WATER INTAKE AT TROIS-RIVIÈRES WATER TREATMENT PLANT (05010007)","RIVIÈRE SAINT-MAURICE, PRISE D'EAU DE L'USINE DE FILTRATION DE TROIS-RIVIÈRES (05010007)",RIVER/RIVIÈRE,,,46.382,-72.6105,NAD83,QC,ST. LAWRENCE,SAINT-LAURENT,ATLANTIC,ATLANTIQUE,http://genie.qc.ec.gc.ca/wqmsd_en.aspx,http://genie.qc.ec.gc.ca/wqmsd_fr.aspx
QU02NG3020,"LA PÊCHE RIVER, CABIN STATION RPA001 (LA MAURICIE NATIONAL PARK)","RIVIÈRE À LA PÊCHE, STATION RBCA RPA001 (PARC NATIONAL DE LA MAURICIE)",RIVER/RIVIÈRE,,,46.6776,-72.8652,NAD83,QC,ST. LAWRENCE,SAINT-LAURENT,ATLANTIC,ATLANTIQUE,http://genie.qc.ec.gc.ca/wqmsd_en.aspx,http://genie.qc.ec.gc.ca/wqmsd_fr.aspx
QU02OB9004,"ST. LAWRENCE RIVER, WATER INTAKE AT LAVALTRIE WATER TREATMENT PLANT  (00000079)","FLEUVE SAINT-LAURENT, PRISE D'EAU DE L'USINE DE FILTRATION DE LAVALTRIE (00000079)",RIVER/RIVIÈRE,,,45.8744,-73.2806,NAD83,QC,ST. LAWRENCE,SAINT-LAURENT,ATLANTIC,ATLANTIQUE,http://genie.qc.ec.gc.ca/wqmsd_en.aspx,http://genie.qc.ec.gc.ca/wqmsd_fr.aspx
QU02OD3004,NICOLET RIVER AT NICOLET,RIVIÈRE NICOLET À NICOLET,RIVER/RIVIÈRE,,,46.2454,-72.6512,NAD83,QC,ST. LAWRENCE,SAINT-LAURENT,ATLANTIC,ATLANTIQUE,http://genie.qc.ec.gc.ca/wqmsd_en.aspx,http://genie.qc.ec.gc.ca/wqmsd_fr.aspx
